Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
3.2920e-02,0.14
3.2952e-02,0.137813
3.2984e-02,0.131563
3.3016e-02,0.138125
3.3048e-02,0.13875
3.3080e-02,0.135625
3.3112e-02,0.134688
3.3144e-02,0.136563
3.3176e-02,0.13
3.3208e-02,0.13375
3.3240e-02,0.143125
3.3272e-02,0.145625
3.3304e-02,0.134688
3.3336e-02,0.135938
3.3368e-02,0.135938
3.3400e-02,0.135313
3.3432e-02,0.140938
3.3464e-02,0.138438
3.3496e-02,0.13625
3.3528e-02,0.130938
3.3560e-02,0.130313
3.3592e-02,0.131563
3.3624e-02,0.132188
3.3656e-02,0.129063
3.3688e-02,0.131563
3.3720e-02,0.12875
3.3752e-02,0.12375
3.3784e-02,0.124375
3.3816e-02,0.126563
3.3848e-02,0.131875
3.3880e-02,0.130625
3.3912e-02,0.122188
3.3944e-02,0.118438
3.3976e-02,0.12625
3.4008e-02,0.1225
3.4040e-02,0.1225
3.4072e-02,0.12
3.4104e-02,0.120625
3.4136e-02,0.121563
3.4168e-02,0.121563
3.4200e-02,0.12875
3.4232e-02,0.1225
3.4264e-02,0.12125
3.4296e-02,0.124375
3.4328e-02,0.115938
3.4360e-02,0.120625
3.4392e-02,0.12375
3.4424e-02,0.120313
3.4456e-02,0.113438
3.4488e-02,0.110313
3.4520e-02,0.113125
3.4552e-02,0.116875
3.4584e-02,0.121563
3.4616e-02,0.125313
3.4648e-02,0.128125
3.4680e-02,0.124375
3.4712e-02,0.122813
3.4744e-02,0.12375
3.4776e-02,0.126875
3.4808e-02,0.12625
3.4840e-02,0.125313
3.4872e-02,0.126875
3.4904e-02,0.119375
3.4936e-02,0.118438
3.4968e-02,0.124688
3.5000e-02,0.12375
3.5032e-02,0.12625
3.5064e-02,0.117813
3.5096e-02,0.12625
3.5128e-02,0.121563
3.5160e-02,0.1225
3.5192e-02,0.125938
3.5224e-02,0.12625
3.5256e-02,0.129688
3.5288e-02,0.136875
3.5320e-02,0.124375
3.5352e-02,0.125
3.5384e-02,0.12625
3.5416e-02,0.128125
3.5448e-02,0.125
3.5480e-02,0.123438
3.5512e-02,0.127188
3.5544e-02,0.119688
3.5576e-02,0.122813
3.5608e-02,0.12375
3.5640e-02,0.115625
3.5672e-02,0.12125
3.5704e-02,0.125625
3.5736e-02,0.123438
3.5768e-02,0.112188
3.5800e-02,0.119063
3.5832e-02,0.124688
3.5864e-02,0.125
3.5896e-02,0.1225
3.5928e-02,0.120938
3.5960e-02,0.124063
3.5992e-02,0.126563
3.6024e-02,0.124375
3.6056e-02,0.125313
3.6088e-02,0.121563
3.6120e-02,0.119063
3.6152e-02,0.121563
3.6184e-02,0.125625
3.6216e-02,0.119688
3.6248e-02,0.1225
3.6280e-02,0.11
3.6312e-02,0.115313
3.6344e-02,0.115938
3.6376e-02,0.11375
3.6408e-02,0.118125
3.6440e-02,0.122188
3.6472e-02,0.123438
3.6504e-02,0.117188
3.6536e-02,0.124688
3.6568e-02,0.119688
3.6600e-02,0.115313
3.6632e-02,0.117813
3.6664e-02,0.123438
3.6696e-02,0.1275
3.6728e-02,0.12375
3.6760e-02,0.13
3.6792e-02,0.125313
3.6824e-02,0.13
3.6856e-02,0.129063
3.6888e-02,0.125313
3.6920e-02,0.122188
3.6952e-02,0.119375
3.6984e-02,0.1175
3.7016e-02,0.119688
3.7048e-02,0.123125
3.7080e-02,0.121875
3.7112e-02,0.124375
3.7144e-02,0.118438
3.7176e-02,0.120625
3.7208e-02,0.120938
3.7240e-02,0.115938
3.7272e-02,0.12
3.7304e-02,0.125
3.7336e-02,0.128125
3.7368e-02,0.13125
3.7400e-02,0.120938
3.7432e-02,0.125
3.7464e-02,0.11875
3.7496e-02,0.124375
3.7528e-02,0.125938
3.7560e-02,0.125
3.7592e-02,0.12875
3.7624e-02,0.124063
3.7656e-02,0.114688
3.7688e-02,0.118438
3.7720e-02,0.1175
3.7752e-02,0.122813
3.7784e-02,0.1275
3.7816e-02,0.124375
3.7848e-02,0.126563
3.7880e-02,0.12625
3.7912e-02,0.125
3.7944e-02,0.124063
3.7976e-02,0.123438
3.8008e-02,0.1225
3.8040e-02,0.124063
3.8072e-02,0.120938
3.8104e-02,0.126875
3.8136e-02,0.124063
3.8168e-02,0.135625
3.8200e-02,0.135
3.8232e-02,0.123438
3.8264e-02,0.124375
3.8296e-02,0.121563
3.8328e-02,0.120313
3.8360e-02,0.116563
3.8392e-02,0.118438
3.8424e-02,0.123125
3.8456e-02,0.129375
3.8488e-02,0.123125
3.8520e-02,0.12625
3.8552e-02,0.125938
3.8584e-02,0.127813
3.8616e-02,0.125938
3.8648e-02,0.117188
3.8680e-02,0.124063
3.8712e-02,0.121875
3.8744e-02,0.11875
3.8776e-02,0.11375
3.8808e-02,0.11875
3.8840e-02,0.126875
3.8872e-02,0.125625
3.8904e-02,0.1225
3.8936e-02,0.120313
3.8968e-02,0.115
3.9000e-02,0.122813
3.9032e-02,0.126875
3.9064e-02,0.127188
3.9096e-02,0.13125
3.9128e-02,0.124063
3.9160e-02,0.124688
3.9192e-02,0.127188
3.9224e-02,0.130313
3.9256e-02,0.127813
3.9288e-02,0.120938
3.9320e-02,0.123438
3.9352e-02,0.128438
3.9384e-02,0.117813
3.9416e-02,0.124063
3.9448e-02,0.126875
3.9480e-02,0.127813
3.9512e-02,0.123438
3.9544e-02,0.131875
3.9576e-02,0.135938
3.9608e-02,0.136563
3.9640e-02,0.129688
3.9672e-02,0.122188
3.9704e-02,0.13125
3.9736e-02,0.135625
3.9768e-02,0.126875
3.9800e-02,0.1275
